Gene,Description,BLAST_hit
Bo2g045950,Arabinogalactan protein 22 (AtAGP22) (Arabinogalactan peptide 22) (AG-peptide 22),AGP22 At5g53250 K19E1.5
Bo2g047700,Scarecrow-like protein 8 (AtSCL8) (GRAS family protein 30) (AtGRAS-30),SCL8 At5g52510 T4M5.2
Bo2g048020,,
Bo2g048060,,
Bo2g048210,Molybdenum cofactor sulfurase (MCS) (MOS) (MoCo sulfurase) (EC 2.8.1.9) (Molybdenum cofactor sulfurtransferase),FLACCA
Bo2g048340,AT-hook motif nuclear-localized protein 4,AHL4 At5g51590 K17N15.14
Bo2g052570,,
Bo2g052720,,
Bo2g052730,,
Bo2g052860,,
Bo2g055640,Transcription factor TCP1,TCP1 At1g67260 F1N21.8
Bo2g055650,Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2),CDCA7L HR1 JPO2 R1
Bo2g056020,,
Bo2g056220,SufE-like protein 2 chloroplastic (Protein SULFUR E 2),SUFE2 At1g67810 F12A21.6
Bo2g056250,Probable protein phosphatase 2C 14 (AtPP2C14) (EC 3.1.3.16) (Protein phosphatase AP2C4),At1g67820 F12A21.5
Bo2g056310,,
Bo2g057510,,
Bo2g057530,,
Bo2g057740,,
Bo2g062540,Pentatricopeptide repeat-containing protein At1g68980 mitochondrial,At1g68980 T6L1.16
Bo2g062680,,
Bo2g062710,,
Bo2g062830,Protein BIG GRAIN 1-like E,At1g69160 F4N2.12
Bo2g066770,Serine/threonine-protein phosphatase PP2A-5 catalytic subunit (EC 3.1.3.16) (Protein phosphatase 2A isoform 5),PP2A5 At1g69960 F20P5.30 T17F3.1
Bo2g068480,,
Bo2g075420,Patellin-3,PATL3 At1g72160 T9N14.8
Bo2g076910,,
Bo2g078980,Mitochondrial import inner membrane translocase subunit TIM23-2,TIM23-2 At1g72750 F28P22.6
Bo2g079210,Inorganic pyrophosphatase 1 (AtPPsPase1) (PPi phosphatase 1) (Pyrophosphate-specific phosphatase 1) (EC 3.6.1.1) (Protein PHOSPHATE STARVATION-INDUCED GENE 2) (AtPS2),PS2 At1g73010 F3N23.21
Bo2g080760,,
Bo2g082510,,
Bo2g083660,Isoflavone reductase homolog P3 (EC 1.3.1.-),At1g75280 F22H5.17
Bo2g083720,CASP-like protein 2B1 (AlCASPL2B1),ARALYDRAFT_915107
Bo2g083910,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo2g085230,,
Bo2g086490,Rac-like GTP-binding protein ARAC5 (GTPase protein ROP4),ARAC5 ATGP3 ROP4 At1g75840 T4O12.8
Bo2g086570,Probable acyl-activating enzyme 5 peroxisomal (EC 6.2.1.-) (AMP-binding protein 5) (AtAMPBP5),AAE5 AMPBP5 At5g16370 MQK4.9
Bo2g087690,,
Bo2g087700,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2,At1g76200 T23E18.30
Bo2g088770,,
Bo2g088790,UPF0725 protein At4g28920,At4g28920 F25O24.40
Bo2g088840,UPF0725 protein At4g28920,At4g28920 F25O24.40
Bo2g088850,,
Bo2g092680,Indole glucosinolate O-methyltransferase 4 (EC 2.1.1.-),IGMT4 At1g21130 T22I11.4
Bo2g092700,,
Bo2g092990,,
Bo2g093070,,
Bo2g093220,F-box protein At1g78100,At1g78100 T11I11.4
Bo2g093240,,
Bo2g095170,,
Bo2g095680,Factor of DNA methylation 5,FDM5 At1g80790 F23A5.14
Bo2g095900,,
Bo2g095950,DEAD-box ATP-dependent RNA helicase 35 (EC 3.6.4.13),RH35 At5g51280 MWD22.23
Bo2g096150,Cytochrome c oxidase subunit 5b-2 mitochondrial (AtCOX5b-2),COX5B-2 At1g80230 F18B13.29
Bo2g099080,Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4),COG4 At4g01395 F3D13.1
Bo2g100440,Protein SENESCENCE-ASSOCIATED GENE 21 mitochondrial (Late embryogenesis abundant like 5) (AtLEA5) (Late embryogenis abundant protein 38),SAG21 LEA38 LEA5 At4g02380 T14P8.2
Bo2g103280,,
Bo2g103320,,
Bo2g104490,,
Bo2g104600,5'-adenylylsulfate reductase 1 chloroplastic (EC 1.8.4.9) (3'-phosphoadenosine-5'-phosphosulfate reductase homolog 19) (PAPS reductase homolog 19) (Prh-19) (Adenosine 5'-phosphosulfate 5'-adenylylsulfate sulfotransferase 1) (APS sulfotransferase 1) (Thioredoxin-independent APS reductase 1),APR1 PRH19 At4g04610 F4H6.13
Bo2g104990,Auxin-responsive protein SAUR36 (Protein RESPONSE TO AUXINS AND GIBBERELLINS 1) (Protein SENESCENCE-ASSOCIATED GENE 201) (Protein SMALL AUXIN UP RNA 36),SAUR36 RAG1 SAG201 At2g45210
Bo2g107530,Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase) (Protein EMBRYO DEFECTIVE 2778) (Protein FLAKY POLLEN 1),HMGS EMB2778 FKP1 MVA1 At4g11820 T26M18.30
Bo2g110550,,
Bo2g110690,Probable serine/threonine-protein kinase At1g09600 (EC 2.7.11.-),At1g09600 F14J9.26
Bo2g114020,,
Bo2g116410,Splicing factor U2af small subunit B (U2 auxiliary factor 35 kDa subunit B) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit B) (U2 snRNP auxiliary factor small subunit B) (Zinc finger CCCH domain-containing protein 60) (AtC3H60),U2AF35B AUSB At5g42820 MJB21.20
Bo2g116600,,
Bo2g120890,Probable ADP-ribosylation factor GTPase-activating protein AGD13 (ARF GAP AGD13) (Protein ARF-GAP DOMAIN 13) (AtAGD13),AGD13 At4g05330 C6L9.10
Bo2g124330,SKP1-like protein 18 (AtSK18),ASK18 At1g10230 F14N23.11
Bo2g125710,,
Bo2g125830,DNA-directed RNA polymerase III subunit 2 (DNA-directed RNA polymerase III subunit RPC2) (DNA polymerase I subunit C2) (EC 2.7.7.6) (Nuclear RNA polymerase C2),NRPC2 RPC2 At5g45140 K18C1.1
Bo2g130040,Disease resistance protein RPS6 (Resistance to Pseudomonas syringae 6),RPS6
Bo2g130060,60S ribosomal protein L32-1,RPL32A At4g18100 F15J5.70
Bo2g130250,,
Bo2g131560,,
Bo2g133950,,
Bo2g134800,Putative zinc transporter At3g08650,At3g08650 F17O14.12
Bo2g136010,,
Bo2g136270,Uncharacterized protein At2g34160,At2g34160 T14G11.28
Bo2g136400,,
Bo2g136460,,
Bo2g136670,Expansin-A15 (AtEXPA15) (Alpha-expansin-15) (At-EXP15) (AtEx15) (Ath-ExpAlpha-1.3),EXPA15 EXP15 At2g03090 T17M13.26
Bo2g138720,,
Bo2g138740,14-alpha-glucan-branching enzyme 3 chloroplastic/amyloplastic (AtSBE III) (EC 2.4.1.18) (Branching enzyme 1) (AtBE1) (Protein EMBRYO DEFECTIVE 2729) (Starch-branching enzyme 3),SBE3 BE1 EMB2729 At3g20440 MQC12.20
Bo2g138800,CLAVATA3/ESR (CLE)-related protein 27 [Cleaved into: CLE27p],CLE27 At3g25905 MPE11
Bo2g146220,Chalcone synthase 1 (EC 2.3.1.74) (Naringenin-chalcone synthase 1),CHS1
Bo2g149510,Proline dehydrogenase 1 mitochondrial (EC 1.5.5.2) (Osmotic stress-induced proline dehydrogenase) (Proline oxidase) (Protein EARLY RESPONSIVE TO DEHYDRATION 5),POX1 ERD5 PRO1 PRODH1 At3g30775 MIF6.16 MIF6.19
Bo2g149590,,
Bo2g149830,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo2g149990,,
Bo2g150200,Cyclin-C1-1 (CycC1;1),CYCC1-1 At5g48640 K15N18.11
Bo2g155110,Sugar transporter ERD6-like 18 (Sugar-porter family protein 2),SFP2 At5g27360 F21A20.70
Bo2g155140,,
Bo2g155220,Sugar transporter ERD6-like 18 (Sugar-porter family protein 2),SFP2 At5g27360 F21A20.70
Bo2g155430,Replication factor C subunit 3 (AtRFC3) (Activator 1 subunit 3) (Protein EMBRYO DEFECTIVE 161) (Protein EMBRYO DEFECTIVE 251) (Protein EMBRYO DEFECTIVE 2775),RFC3 EMB161 EMB251 EMB2775 RFC5 At5g27740 T1G16
Bo2g155640,ERAD-associated E3 ubiquitin-protein ligase component HRD3A (AtSel1A) (Protein EMS-MUTAGENIZED BRI1 SUPPRESSOR 5),HRD3A EBS5 At1g18260 T10O22.22
Bo2g155770,Agamous-like MADS-box protein AGL80,AGL80 FEM111 At5g48670 K15N18.16
Bo2g155780,Probable protein phosphatase 2C 8 (AtPP2C08) (EC 3.1.3.16),At1g18030 T10F20.4
Bo2g158570,,
Bo2g159240,O-mycaminosyltylonolide 6-deoxyallosyltransferase (EC 2.4.1.317),tylN
Bo2g159380,General transcription factor 3C polypeptide 5 (TF3C-epsilon) (Transcription factor IIIC 63 kDa subunit) (TFIIIC 63 kDa subunit) (TFIIIC63) (Transcription factor IIIC subunit epsilon),GTF3C5 CDABP0017
Bo2g160920,High mobility group B protein 7 (Nucleosome/chromatin assembly factor group D 07) (Nucleosome/chromatin assembly factor group D 7) (Protein NUCLEAR FUSION DEFECTIVE 7),HMGB7 HMGB6 NFD7 At5g23420 K19M13.4
Bo2g161160,,
Bo2g161360,40S ribosomal protein S19-3,RPS19C At5g61170 MAF19.17
Bo2g164170,50S ribosomal protein L22,rplV R01361 SMc01304
Bo2g165510,,
Bo2g165620,,
Bo2g165650,L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3),AAO
Bo2g165770,Flavonol synthase 3 (EC 1.14.20.6),FLS3 At5g63590 MBK5.5
Bo2g165880,NAC domain-containing protein 102 (ANAC102),NAC102 At5g63790 MBK5.27
Bo2g166040,Peroxidase 69 (Atperox P69) (EC 1.11.1.7) (ATP3a),PER69 P69 At5g64100 MHJ24.8
Bo2g166100,Protein LNK1 (Night light-inducible and clock-regulated 1),LNK1 At5g64170 MHJ24.1
Bo2g166160,,
Bo2g166340,Mediator-associated protein 2,At5g64680 MUB3.20
Bo2g167930,,
Bo2g167980,Casein kinase II subunit alpha-1 (CK II) (EC 2.7.11.1) (Casein kinase alpha 1) (AtCKA1),CKA1 At5g67380 K8K14.10
Bo2g168160,Phytosulfokines 5 (AtPSK5) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)],PSK5 At5g65870 K14B20.4
Bo30675s010,,
Bo31184s010,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),SEC11A SEC11L1 SPC18
Bo3g001060,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo3g001130,Cytochrome c oxidase assembly protein COX11 mitochondrial,COX11 At1g02410 T6A9.10
Bo3g001170,,
Bo3g001210,,
Bo3g001710,Uncharacterized protein At2g39795 mitochondrial,At2g39795 T5I7.20
Bo3g001840,Kinesin-like protein KIN-10B,KIN10B At5g02370 T1E22_130
Bo3g002980,Pentatricopeptide repeat-containing protein At5g04780 mitochondrial,PCMP-H16 At5g04780 MUK11.10 T1E3_140
Bo3g002990,Vacuolar protein sorting-associated protein 60.2,VPS60-2 VPS60B At5g04850 MUK11_17
Bo3g003980,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo3g003990,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo3g004370,Peptide methionine sulfoxide reductase A3 (AtMSRA3) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),MSRA3 MSR PMSR3 At5g07470 T2I1.180
Bo3g004380,Peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),
Bo3g004390,Peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),
Bo3g004820,Thioredoxin-like protein YLS8 (Protein YELLOW-LEAF-SPECIFIC GENE 8),YLS8 At5g08290 F8L15.20
Bo3g005560,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo3g006710,,
Bo3g007200,Mitochondrial import inner membrane translocase subunit TIM17-2,TIM17-2 At2g37410 F3G5.20
Bo3g007400,Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8),Cog8 MNCb-5704
Bo3g007520,Mechanosensitive ion channel protein 10 (Mechanosensitive channel of small conductance-like 10) (MscS-Like protein 10) (AtMSL10),MSL10 At5g12080 F14F18.230 MXC9.3
Bo3g009360,Uncharacterized protein At5g39865,At5g39865 MYH19.5
Bo3g009750,BAG family molecular chaperone regulator 2 (Bcl-2-associated athanogene 2),BAG2 At5g62100 MTG10.13
Bo3g010370,Cellulose synthase A catalytic subunit 3 [UDP-forming] (AtCesA3) (EC 2.4.1.12) (Constitutive expression of VSP1 protein 1) (Isoxaben-resistant protein 1) (Ath-B) (Protein ECTOPIC LIGNIN 1) (Protein RADIALLY SWOLLEN 5) (AtRSW5),CESA3 ATHB CEV1 ELI1 IXR1 RSW5 At5g05170 K2A11.4
Bo3g010390,Floral homeotic protein PISTILLATA (Transcription factor PI),PI At5g20240 F5O24.130
Bo3g010410,DeSI-like protein At4g17486 (EC 3.4.-.-),At4g17486 dl4780c FCAALL.234
Bo3g010440,,
Bo3g010460,,
Bo3g010900,Probable glucomannan 4-beta-mannosyltransferase 15 (EC 2.4.1.32) (Cellulose synthase-like protein A15) (AtCslA15) (Glucomannan synthase) (Mannan synthase 15),CSLA15 At4g13410 T9E8.150
Bo3g013700,Elongation factor 1-beta 2 (EF-1-beta 2) (Elongation factor 1-beta' 2) (EF-1-beta' 2) (Elongation factor 1B-alpha 2) (eEF-1B alpha 2),At5g19510 T20D1.30
Bo3g013750,,
Bo3g013940,,
Bo3g014100,Floral homeotic protein PISTILLATA (Transcription factor PI),PI At5g20240 F5O24.130
Bo3g017240,ABC transporter G family member 28 (ABC transporter ABCG.28) (AtABCG28) (Putative white-brown complex homolog protein 29) (AtWBC29),ABCG28 WBC29 At5g60740 MUP24.16
Bo3g017480,tRNA-splicing endonuclease subunit Sen2-2 (EC 4.6.1.16) (tRNA-intron endonuclease Sen2-2) (AtSen2),SEN2 At5g60230 F15L12.18
Bo3g017490,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo3g017650,Histone H2B (CaH2B),HIS2B
Bo3g018030,1-aminocyclopropane-1-carboxylate oxidase homolog 12 (EC 1.14.-.-),At5g59540 F2O15.6
Bo3g018120,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo3g018210,,
Bo3g019370,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5),COQ5 At5g57300 MJB24.11
Bo3g019540,,
Bo3g020940,Probable FBD-associated F-box protein At1g32375,At1g32375 F5D14.14
Bo3g021490,Protein SRC2 (Protein SOYBEAN GENE REGULATED BY COLD 2),SRC2 Glyma15g16360
Bo3g021690,,
Bo3g021780,GDSL esterase/lipase At5g55050 (EC 3.1.1.-) (Extracellular lipase At5g55050),At5g55050 K13P22.5
Bo3g021900,Small RNA degrading nuclease 2 (EC 3.1.-.-),SDN2 At5g05540 MOP10.8
Bo3g022180,Nuclear pore complex protein NUP88 (Nucleoporin 88) (Protein EMBRYO DEFECTIVE 2789) (Protein MODIFIER OF SNC17),NUP88 EMB2789 MOS7 At5g05680 MJJ3.8
Bo3g023040,Calcium-transporting ATPase 9 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 9),ACA9 At3g21180 MXL8.3
Bo3g023490,Ethylene-responsive transcription factor ERF025,ERF025 At5g52020 MSG15.10
Bo3g024400,Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39),fabD ylpE BSU15900
Bo3g026570,40S ribosomal protein S12-2,RPS12C At2g32060 F22D22.19
Bo3g027180,,
Bo3g027560,,
Bo3g028010,Dihydroceramide fatty acyl 2-hydroxylase FAH1 (EC 1.14.18.7) (Fatty acid 2-hydroxylase 1) (AtFAH1),FAH1 At2g34770 T29F13.2
Bo3g028310,Protein BASIC PENTACYSTEINE7 (AtBPC7) (GAGA-binding transcriptional activator BBR/BPC7),BPC7 BBR/BPC7 At2g35550 T32F12.7
Bo3g028490,Putative peroxisomal acyl-coenzyme A oxidase 1.2 (EC 1.3.3.6),ACX1.2 At2g35690 T20F21.12
Bo3g028510,IQ domain-containing protein IQM2 (IQ motif-containing protein 2),IQM2 At3g13600 K20M4.4
Bo3g029850,,
Bo3g030010,,
Bo3g031310,Aquaporin TIP1-1 (Aquaporin TIP) (Gamma-tonoplast intrinsic protein) (Gamma-TIP) (Tonoplast intrinsic protein 1-1) (AtTIP1;1) (Tonoplast intrinsic protein root-specific RB7),TIP1-1 AQP.1 At2g36830 T1J8.1
Bo3g031490,Nuclear transcription factor Y subunit B-8 (AtNF-YB-8),NFYB8 At2g37060 T2N18.18
Bo3g031500,Interactor of constitutive active ROPs 2 chloroplastic (ROP-interactive partner 2),ICR2 RIP2 At2g37080 T2N18.16
Bo3g031560,60S ribosomal protein L12-1,RPL12A At2g37190 T2N18.5
Bo3g032170,,
Bo3g032830,Probable histone H2A variant 2 (H2A.F/Z 2) (HTA8),At2g38810 F13I13.4
Bo3g034260,Jacalin-related lectin 22 (Myrosinase-binding protein-like At2g39310),JAL22 At2g39310 T16B24.5
Bo3g034610,Nematode resistance protein-like HSPRO2 (AKINbetagamma-interacting protein 2) (Ortholog of sugar beet HS1 PRO-1 protein 2) (Protein Hs1pro-2),HSPRO2 At2g40000 T28M21.16
Bo3g035030,Precursor of CEP15 (PCEP15) [Cleaved into: C-terminally encoded peptide 15 (CEP15)],CEP15 At2g40530 T2P4.12
Bo3g035400,Calmodulin-2 (CaM-2),CAM2 ATCAL5 CAL1 At2g41110 T3K9.12
Bo3g035960,RNA-binding protein with multiple splicing 2,RBPMS2
Bo3g036530,Calmodulin-like protein 5 (Protein MULTICOPY SUPPRESSORS OF SNF4 DEFICIENCY IN YEAST 3),CML5 MSS3 At2g43290 F14B2.33 T1O24.3
Bo3g036790,Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1),RTM1 JAL1 At1g05760 T20M3.2
Bo3g037580,Vesicle-associated protein 1-2 (Plant VAP homolog 12) (AtPVA12) (VAMP-associated protein 1-2) [Cleaved into: Vesicle-associated protein 1-2 N-terminally processed],PVA12 VAP12 At2g45140 T14P1.5
Bo3g039020,,
Bo3g039190,Methionine aminopeptidase 2B (MAP 2B) (MetAP 2B) (EC 3.4.11.18) (Peptidase M),MAP2B At3g59990 F24G16.26
Bo3g039500,Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2),P4H7 At3g28480 MFJ20.17
Bo3g039890,Putative F-box protein At1g21990,At1g21990 F2E2.2
Bo3g040260,Polyubiquitin [Cleaved into: Ubiquitin],UBI11
Bo3g040370,RuBisCO large subunit-binding protein subunit alpha chloroplastic (60 kDa chaperonin subunit alpha) (CPN-60 alpha) (Fragment),
Bo3g040500,,
Bo3g041770,Protein-lysine N-methyltransferase EEF2KMT (EC 2.1.1.-) (eEF2-lysine methyltransferase) (eEF2-KMT),Eef2kmt Fam86 Fam86a
Bo3g042090,Cytochrome P450 711A1 (EC 1.14.-.-) (Protein MORE AXILLARY BRANCHES 1),CYP711A1 MAX1 At2g26170 T19L18.2 T1D16.2
Bo3g042480,Metallothionein-like protein 4B (MT-4B) (EC protein homolog 2),MT4B At2g23240 T20D16.13
Bo3g042600,,
Bo3g042960,,
Bo3g043040,Probable receptor-like protein kinase At2g39360 (EC 2.7.11.-),At2g39360 F12L6.2
Bo3g044860,Protein IQ-DOMAIN 14,IQD14 At2g43680 F18O19.21
Bo3g045370,Heat stress transcription factor B-2b (AtHsfB2b) (AtHsf-11) (Heat shock factor protein 7) (HSF 7) (Heat shock transcription factor 7) (HSTF 7),HSFB2B HSF11 HSF7 At4g11660 T5C23.90
Bo3g045480,F-box protein At2g20380,At2g20380 F11A3.7
Bo3g045500,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo3g045790,Putative F-box/kelch-repeat protein At4g39600,At4g39600 F23K16.230
Bo3g048460,,
Bo3g048760,NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein),snu13 nhp2l1
Bo3g049850,Xyloglucan endotransglucosylase/hydrolase protein 9 (At-XTH9) (XTH-9) (EC 2.4.1.207),XTH9 EXGT-A6 XTR16 At4g03210 F4C21.14
Bo3g049860,BTB/POZ domain-containing protein SETH6,SETH6 At2g47860 F17A22.25
Bo3g049910,Cytochrome P450 705A22 (EC 1.14.-.-) (Protein GRAVITY PERSISTENCE SIGNAL 1),CYP705A22 GPS1 At3g20130 MAL21.16
Bo3g052230,,
Bo3g052360,F-box protein SKIP17 (SKP1-interacting partner 17),SKIP17 At4g02740 T5J8.4
Bo3g052930,Chalcone synthase 1 (EC 2.3.1.74) (Naringenin-chalcone synthase 1),CHS1
Bo3g054870,Glutaredoxin-C7 (AtGrxC7) (Protein ROXY 1),GRXC7 AT.I.24-1 ROXY1 At3g02000 F1C9.22 F28J7.33
Bo3g055070,SUPPRESSOR OF GAMMA RESPONSE 1 (NAC domain-containing protein 8) (ANAC008) (Protein SOG1) (SUPPRESSOR OF GAMMA RADIATION 1),SOG1 NAC008 At1g25580 F14G11.2 F2J7.1
Bo3g055530,,
Bo3g058510,Probable WRKY transcription factor 39 (WRKY DNA-binding protein 39),WRKY39 At3g04670 F7O18.30
Bo3g061360,Small nuclear ribonucleoprotein SmD1a (AtSmD1-a),SMD1A At3g07590 MLP3.4
Bo3g061430,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo3g062140,,
Bo3g062370,Alanine--glyoxylate aminotransferase 2 homolog 3 mitochondrial (EC 2.6.1.44) (Beta-alanine-pyruvate aminotransferase 3),At3g08860 T16O11.21
Bo3g064940,,
Bo3g065050,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo3g065670,ABC transporter E family member 1 (ABC transporter ABCE.1) (AtABCE1) (RNase L inhibitor-like protein 1) (AtRLI1) (AthaRLI1),ABCE1 RLI1 At3g13640 MMM17.7
Bo3g066040,,
Bo3g066320,,
Bo3g068600,B3 domain-containing protein At3g17010,At3g17010 K14A17.8
Bo3g069000,Transcription factor HY5-like (HY5 homolog) (bZIP transcription factor 64) (AtbZIP64),HYH BZIP64 At3g17609 MKP6.27
Bo3g070280,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),CSN2 FUS12 At2g26990 T20P8.4
Bo3g071710,U-box domain-containing protein 29 (EC 2.3.2.27) (Plant U-box protein 29) (RING-type E3 ubiquitin transferase PUB29),PUB29 At3g18710 MVE11.7
Bo3g073010,Probable polyamine oxidase 4 (AtPAO4) (EC 1.5.3.16) (Amine oxidase 2),PAO4 At1g65840 F1E22.18
Bo3g073290,Probable acylpyruvase FAHD1 mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1),FAHD1 At4g15940 dl4011w FCAALL.203
Bo3g076020,,
Bo3g076160,Probable histone H2A.2 (HTA13),At3g20670 F3H11.6
Bo3g078480,,
Bo3g079930,Cysteine-rich repeat secretory protein 26,CRRSP26 At3g21970 MZN24.14
Bo3g081270,V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit),VATP-P1 OsI_034058
Bo3g081830,Plant UBX domain-containing protein 12 (PUX12),PUX12 At3g23605 MDB19.9
Bo3g081880,Transcription factor MYB90 (Myb-related protein 90) (AtMYB90) (Production of anthocyanin pigment 2 protein),MYB90 PAP2 At1g66390 T27F4.14
Bo3g083210,3-hydroxyisobutyryl-CoA hydrolase-like protein 4 mitochondrial (EC 3.1.2.-),At3g24360 K7M2.21
Bo3g083310,,
Bo3g084050,GPN-loop GTPase 3 (ATP-binding domain 1 family member C homolog),gpn3 atpbd1c DDB_G0285197
Bo3g085480,,
Bo3g087040,Alpha-glucan water dikinase 2 (EC 2.7.9.4),GWD2 At4g24450 T22A6.280
Bo3g087230,,
Bo3g091340,,
Bo3g091350,Purple acid phosphatase 10 (EC 3.1.3.2),PAP10 AT11 At2g16430 F16F14.7
Bo3g091720,Probable mediator of RNA polymerase II transcription subunit 37e (Heat shock 70 kDa protein 1) (Heat shock cognate 70 kDa protein 1) (Heat shock cognate protein 70-1) (AtHsc70-1) (Heat shock protein 70-1) (AtHsp70-1) (Protein EARLY-RESPONSIVE TO DEHYDRATION 2),MED37E ERD2 HSC70-1 HSP70-1 MED37_4 At5g02500 T22P11.90
Bo3g092080,ATP-dependent 6-phosphofructokinase 7 (ATP-PFK 7) (Phosphofructokinase 7) (EC 2.7.1.11) (Phosphohexokinase 7),PFK7 At5g56630 MIK19.8
Bo3g093600,Serine acetyltransferase 2 (AtSAT-2) (AtSERAT3;1) (EC 2.3.1.30),SAT2 SAT106 At2g17640 T17A5.1 T19E12
Bo3g093900,,
Bo3g093930,60S ribosomal protein L8-1 (60S ribosomal protein L2) (Protein EMBRYO DEFECTIVE 2296),RPL8A EMB2296 RPL2 At2g18020 T27K22.11
Bo3g099270,Protein DETOXIFICATION 27 (AtDTX27) (Multidrug and toxic compound extrusion protein 27) (MATE protein 27),DTX27 At5g65380 MNA5.11
Bo3g101030,50S ribosomal protein L15,rplO Mrad2831_2199
Bo3g101280,Pentatricopeptide repeat-containing protein At1g06140 mitochondrial,PCMP-E61 At1g06140 T21E18.19
Bo3g102810,Probable SAL3 phosphatase (3'(2')5'-bisphosphate nucleotidase 3) (EC 3.1.3.7) (3'(2')5'-bisphosphonucleoside 3'(2')-phosphohydrolase 3) (DPNPase 3) (Inositol polyphosphate 1-phosphatase 3) (IPPase 3) (Inositol-14-bisphosphate 1-phosphatase 3) (EC 3.1.3.57),SAL3 At5g63990 MBM17.9
Bo3g103270,Flavonol synthase/flavanone 3-hydroxylase (EC 1.14.11.9) (EC 1.14.20.6) (FLS 1),FLS1 FLS At5g08640 MAH20.20
Bo3g103480,,
Bo3g104700,Probable inactive purple acid phosphatase 29,PAP29 At5g63140 MDC12.10
