Gene,Description,BLAST_hit
Bo2g062830,Protein BIG GRAIN 1-like E,At1g69160 F4N2.12
Bo2g063110,DNA-directed RNA polymerase II subunit 4 (15.9 kDa subunit of RNA polymerase II) (DNA-directed RNA polymerase II subunit D),NRPB4 RPB15.9 RPB4 At5g09920 MYH9.13
Bo2g064150,NADH--cytochrome b5 reductase 1 (EC 1.6.2.2),CBR1 CBR At5g17770 MVA3.13
Bo2g064430,,
Bo2g064500,,
Bo2g066770,Serine/threonine-protein phosphatase PP2A-5 catalytic subunit (EC 3.1.3.16) (Protein phosphatase 2A isoform 5),PP2A5 At1g69960 F20P5.30 T17F3.1
Bo2g067990,Cyclin-D1-1 (Cyclin-delta-1) (Cyclin-d1) (G1/S-specific cyclin-D1-1) (CycD1;1),CYCD1-1 CYCD1 At1g70210 F20P5.7
Bo2g068060,Probable alphaalpha-trehalose-phosphate synthase [UDP-forming] 8 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 8) (AtTPS8),TPS8 TPS2 TPSC At1g70290 F17O7.18
Bo2g068090,Potassium transporter 6 (AtHAK6) (AtPOT6),POT6 HAK6 KUP6 At1g70300 F17O7.17
Bo2g068480,,
Bo2g069590,MLP-like protein 28,MLP28 At1g70830 F15H11.8
Bo2g069600,MLP-like protein 28,MLP28 At1g70830 F15H11.8
Bo2g069610,MLP-like protein 31,MLP31 At1g70840 F15H11.9
Bo2g071850,Endoglucanase 9 (EC 3.2.1.4) (Cellulase 3) (AtCEL3) (Endo-14-beta glucanase 9),CEL3 At1g71380 F26A9.24
Bo2g075270,Isopentenyl-diphosphate Delta-isomerase II chloroplastic (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase II) (IPP isomerase II),IPP2 At3g02780 F13E7.28
Bo2g075400,Protein NRT1/ PTR FAMILY 5.12 (AtNPF5.12),NPF5.12 At1g72140 T9N14.16
Bo2g075420,Patellin-3,PATL3 At1g72160 T9N14.8
Bo2g075580,Cysteine protease inhibitor WSCP (Kunitz-type cysteine protease inhibitor WSCP) (Water-soluble chlorophyll protein) (AtWSCP),WSCP At1g72290 T9N14.19
Bo2g075620,Cysteine protease inhibitor WSCP (Kunitz-type cysteine protease inhibitor WSCP) (Water-soluble chlorophyll protein) (AtWSCP),WSCP At1g72290 T9N14.19
Bo2g076750,Protein TIFY 11B (Jasmonate ZIM domain-containing protein 6),TIFY11B JAZ6 At1g72450 T10D10.8
Bo2g076850,Ras-related protein RABB1c (AtRABB1c) (Ras-related protein Rab2A) (AtRab2A),RABB1C RAB2 RAB2A At4g17170 dl4620c FCAALL.365
Bo2g076860,Folylpolyglutamate synthase (EC 6.3.2.17) (DHFS-FPGS homolog D) (Folylpoly-gamma-glutamate synthetase) (FPGS) (Tetrahydrofolylpolyglutamate synthase) (Tetrahydrofolate synthase),FPGS3 ATDFD DFD FPGS4 FPGSD At3g55630 F1I16_40
Bo2g076910,,
Bo2g076930,Germin-like protein subfamily 3 member 1 (At-GERM1) (AtGER1) (AtGLP1),GLP1 GER1 GLP3 At1g72610 F28P22.20
Bo2g078980,Mitochondrial import inner membrane translocase subunit TIM23-2,TIM23-2 At1g72750 F28P22.6
Bo2g079010,,
Bo2g079210,Inorganic pyrophosphatase 1 (AtPPsPase1) (PPi phosphatase 1) (Pyrophosphate-specific phosphatase 1) (EC 3.6.1.1) (Protein PHOSPHATE STARVATION-INDUCED GENE 2) (AtPS2),PS2 At1g73010 F3N23.21
Bo2g079320,,
Bo2g080680,Alpha-dioxygenase 2 (Alpha DOX2) (EC 1.14.99.-) (Fatty acid dioxygenase AlphaDOX2),DOX2 DIOX2 At1g73680 F25P22.10
Bo2g080700,,
Bo2g080760,,
Bo2g080870,Protein STRICTOSIDINE SYNTHASE-LIKE 12 (AtSSL12) (EC 4.3.3.2) (Strictosidine synthase 1) (SS-1) (Strictosidine synthase 13) (AtSS13),SSL12 SS1 SS13 At1g74020 F2P9.11
Bo2g080950,Acyl-CoA-binding domain-containing protein 4 (Acyl-CoA binding protein 4),ACBP4 At3g05420 F22F7.13
Bo2g082170,F-box/kelch-repeat protein At1g74510,At1g74510 F1M20.19
Bo2g082270,Transcription factor MYB96 (Myb-related protein 96) (AtMYB96),MYB96 MYBCOV1 At5g62470 K19B1.8
Bo2g082300,Protein IQ-DOMAIN 31,IQD31 At1g74690 F1M20.37 F25A4.33
Bo2g082510,,
Bo2g083660,Isoflavone reductase homolog P3 (EC 1.3.1.-),At1g75280 F22H5.17
Bo2g083720,CASP-like protein 2B1 (AlCASPL2B1),ARALYDRAFT_915107
Bo2g083760,bZIP transcription factor 44 (AtbZIP44),BZIP44 At1g75390 F1B16.8
Bo2g083880,,
Bo2g083910,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo2g085230,,
Bo2g085330,,
Bo2g086420,,
Bo2g086460,Defensin-like protein 1 (Cysteine-rich antifungal protein 1) (AFP1),AFP1
Bo2g086490,Rac-like GTP-binding protein ARAC5 (GTPase protein ROP4),ARAC5 ATGP3 ROP4 At1g75840 T4O12.8
Bo2g086570,Probable acyl-activating enzyme 5 peroxisomal (EC 6.2.1.-) (AMP-binding protein 5) (AtAMPBP5),AAE5 AMPBP5 At5g16370 MQK4.9
Bo2g086620,Thioredoxin-like protein CDSP32 chloroplastic (Chloroplastic drought-induced stress protein of 32 KDa) (AtCDSP32),CDSP32 At1g76080 T23E18.2
Bo2g087690,,
Bo2g087700,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2,At1g76200 T23E18.30
Bo2g087730,UPF0725 protein At4g28920,At4g28920 F25O24.40
Bo2g088770,,
Bo2g088790,UPF0725 protein At4g28920,At4g28920 F25O24.40
Bo2g088840,UPF0725 protein At4g28920,At4g28920 F25O24.40
Bo2g088850,,
Bo2g088860,UPF0725 protein At4g29550,At4g29550 T16L4.60
Bo2g089970,,
Bo2g091050,Calcium-binding protein CML39 (Calmodulin-like protein 39),CML39 At1g76640 F28O16.1
Bo2g091240,Trihelix transcription factor GT-2 (Trihelix DNA-binding protein GT-2),GT-2 At1g76890 F7O12.6
Bo2g092430,Probable acyl-activating enzyme 4 (EC 6.2.1.-) (AMP-binding protein 4) (AtAMPBP4),AEE4 AMPBP4 At1g77240 T14N5.10
Bo2g092530,Caffeoylshikimate esterase (EC 3.1.1.-) (Lysophospholipase 2) (LysoPL2),CSE At1g52760 F14G24.3
Bo2g092570,Protein disulfide isomerase-like 1-2 (AtPDIL1-2) (EC 5.3.4.1) (Protein disulfide-isomerase 2) (PDI 2) (Protein disulfide-isomerase 6) (AtPDI6),PDIL1-2 PDI6 At1g77510 T5M16.10
Bo2g092580,Indole glucosinolate O-methyltransferase 1 (EC 2.1.1.-),IGMT1 At1g21100 T22I11.7
Bo2g092680,Indole glucosinolate O-methyltransferase 4 (EC 2.1.1.-),IGMT4 At1g21130 T22I11.4
Bo2g092700,,
Bo2g092800,Auxin transporter-like protein 3 (AUX1-like protein 3),LAX3 At1g77690 T32E8.2
Bo2g092890,Ubiquitin-fold modifier 1,At1g77710 T32E8.4
Bo2g092990,,
Bo2g093070,,
Bo2g093220,F-box protein At1g78100,At1g78100 T11I11.4
Bo2g093240,,
Bo2g094590,,
Bo2g095120,Thiosulfate/3-mercaptopyruvate sulfurtransferase 1 mitochondrial (EC 2.8.1.1) (EC 2.8.1.2) (AtMST1) (Rhodanese homolog protein 1) (AtRDH1) (Sulfurtransferase 1) (AtStr1),STR1 MST1 RDH1 ST1 At1g79230 YUP8H12R.17
Bo2g095170,,
Bo2g095180,YTH domain-containing protein ECT4 (Protein EVOLUTIONARILY CONSERVED C-TERMINAL REGION 4),ECT4 At1g55500 T5A14.10
Bo2g095460,Probable leucine-rich repeat receptor-like protein kinase At5g49770 (EC 2.7.11.1),At5g49770 K2I5.14
Bo2g095470,Probable protein phosphatase 2C 18 (AtPP2C18) (EC 3.1.3.16),At1g79630 F20B17.6
Bo2g095520,Chaperone protein dnaJ 8 chloroplastic (AtDjC8) (AtJ8),ATJ8 C8 J8 At1g80920 F23A5.28
Bo2g095660,,
Bo2g095680,Factor of DNA methylation 5,FDM5 At1g80790 F23A5.14
Bo2g095900,,
Bo2g095950,DEAD-box ATP-dependent RNA helicase 35 (EC 3.6.4.13),RH35 At5g51280 MWD22.23
Bo2g096070,,
Bo2g096150,Cytochrome c oxidase subunit 5b-2 mitochondrial (AtCOX5b-2),COX5B-2 At1g80230 F18B13.29
Bo2g098750,Probable methyltransferase PMT15 (EC 2.1.1.-),At4g00750 F15P23.1
Bo2g098810,50S ribosomal protein L5 chloroplastic,RPL5 At4g01310 A_IG002N01.3 F2N1.5
Bo2g099080,Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4),COG4 At4g01395 F3D13.1
Bo2g100440,Protein SENESCENCE-ASSOCIATED GENE 21 mitochondrial (Late embryogenesis abundant like 5) (AtLEA5) (Late embryogenis abundant protein 38),SAG21 LEA38 LEA5 At4g02380 T14P8.2
Bo2g100480,L-type lectin-domain containing receptor kinase IV.4 (LecRK-IV.4) (EC 2.7.11.1),LECRK44 At4g02420 T14P8.4
Bo2g100740,MLO-like protein 1 (AtMlo1) (MLO protein homolog 1) (AtMlo-H1),MLO1 MLO-H1 At4g02600 T10P11.12
Bo2g102190,2-oxoglutarate-dependent dioxygenase AOP2 (EC 1.14.11.-),AOP2
Bo2g103280,,
Bo2g103320,,
Bo2g104490,,
Bo2g104600,5'-adenylylsulfate reductase 1 chloroplastic (EC 1.8.4.9) (3'-phosphoadenosine-5'-phosphosulfate reductase homolog 19) (PAPS reductase homolog 19) (Prh-19) (Adenosine 5'-phosphosulfate 5'-adenylylsulfate sulfotransferase 1) (APS sulfotransferase 1) (Thioredoxin-independent APS reductase 1),APR1 PRH19 At4g04610 F4H6.13
Bo2g104710,Putative cysteine-rich receptor-like protein kinase 39 (Cysteine-rich RLK39) (EC 2.7.11.-),CRK39 At4g04540 F4H6.4 T26N6.15
Bo2g104730,Cysteine-rich receptor-like protein kinase 40 (Cysteine-rich RLK40) (EC 2.7.11.-),CRK40 At4g04570 F4H6.9
Bo2g104960,Actin-1,ACT1 AAC1 At2g37620 F13M22.12
Bo2g104990,Auxin-responsive protein SAUR36 (Protein RESPONSE TO AUXINS AND GIBBERELLINS 1) (Protein SENESCENCE-ASSOCIATED GENE 201) (Protein SMALL AUXIN UP RNA 36),SAUR36 RAG1 SAG201 At2g45210
Bo2g105070,,
Bo2g106430,AT-hook motif nuclear-localized protein 1,AHL1 At4g12080 F16J13_150
Bo2g107530,Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase) (Protein EMBRYO DEFECTIVE 2778) (Protein FLAKY POLLEN 1),HMGS EMB2778 FKP1 MVA1 At4g11820 T26M18.30
Bo2g107590,Dehydrodolichyl diphosphate synthase 5 (Dedol-PP synthase 5) (EC 2.5.1.-),At5g58784 MZN1.24
Bo2g107650,Probable inactive shikimate kinase like 2 chloroplastic (AtSKL2),SKL2 At2g35500 T32F12.12
Bo2g108830,,
Bo2g108850,Probable cysteine protease RDL5 (EC 3.4.22.-) (Cysteine protease 2) (AtCP2) (Probable cysteine proteinase At4g11320) (RD21A-like protease 5),RDL5 CP2 At4g11320 F8L21.110
Bo2g109220,DUF724 domain-containing protein 10 (AtDUF10),DUF10 At5g23800 MRO11.14
Bo2g109240,DUF724 domain-containing protein 9 (AtDUF9),DUF9 At5g23780 MRO11.18
Bo2g110530,RING-H2 finger protein ATL7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL7),ATL7 At4g10150 F28M11.70 T9A4.19
Bo2g110550,,
Bo2g110650,,
Bo2g110690,Probable serine/threonine-protein kinase At1g09600 (EC 2.7.11.-),At1g09600 F14J9.26
Bo2g110730,,
Bo2g113970,,
Bo2g114020,,
Bo2g115190,,
Bo2g116360,Proteasome subunit alpha type-1-B (EC 3.4.25.1) (20S proteasome alpha subunit F-2) (Proteasome component 2B) (Proteasome subunit alpha type-6),PAF2 PRC2B PRS1 At1g47250 F8G22.3
Bo2g116370,Proteasome subunit alpha type-1-A (EC 3.4.25.1) (20S proteasome alpha subunit F-1) (Proteasome 30 kDa subunit) (Proteasome component 2A) (AtPSM30) (Proteasome subunit alpha type-6) (Protein ARSENIC TOLERANCE 5),PAF1 ARS5 PRC2A PRS1 PSM30 At5g42790 MJB21.17
Bo2g116380,Dihydroflavonol 4-reductase (DFR) (EC 1.1.1.219) (Dihydrokaempferol 4-reductase) (Flavanone 4-reductase) (FNR) (EC 1.1.1.234) (Protein TRANSPARENT TESTA 3),DFRA DFR TT3 At5g42800 MJB21.18
Bo2g116410,Splicing factor U2af small subunit B (U2 auxiliary factor 35 kDa subunit B) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit B) (U2 snRNP auxiliary factor small subunit B) (Zinc finger CCCH domain-containing protein 60) (AtC3H60),U2AF35B AUSB At5g42820 MJB21.20
Bo2g116600,,
Bo2g118100,,
Bo2g118130,,
Bo2g119470,Putative ion channel POLLUX-like 2,At5g43745 MQD19.8
Bo2g120700,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)],purH Moth_2044
Bo2g120890,Probable ADP-ribosylation factor GTPase-activating protein AGD13 (ARF GAP AGD13) (Protein ARF-GAP DOMAIN 13) (AtAGD13),AGD13 At4g05330 C6L9.10
Bo2g121100,Eukaryotic initiation factor 4A-3 (eIF-4A-3) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-3) (DEAD-box ATP-dependent RNA helicase 23),TIF4A-3 RH23 At1g72730 F28P22.8
Bo2g124330,SKP1-like protein 18 (AtSK18),ASK18 At1g10230 F14N23.11
Bo2g124420,Epithiospecifier protein (AtESP) (Protein EPITHIOSPECIFYING SENESCENCE REGULATOR) (AtESR),ESP ESR TASTY At1g54040 F15I1.12
Bo2g125710,,
Bo2g125830,DNA-directed RNA polymerase III subunit 2 (DNA-directed RNA polymerase III subunit RPC2) (DNA polymerase I subunit C2) (EC 2.7.7.6) (Nuclear RNA polymerase C2),NRPC2 RPC2 At5g45140 K18C1.1
Bo2g127370,,
Bo2g127470,Probable magnesium transporter NIPA7,At4g38730 T9A14_10
Bo2g127580,Probable serine/threonine-protein kinase At1g54610 (EC 2.7.11.1),At1g54610 T22H22.5
Bo2g127690,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo2g129970,3-oxoacyl-[acyl-carrier-protein] synthase I chloroplastic (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase I) (KAS I),KAS1 At5g46290 MPL12.7
Bo2g130040,Disease resistance protein RPS6 (Resistance to Pseudomonas syringae 6),RPS6
Bo2g130060,60S ribosomal protein L32-1,RPL32A At4g18100 F15J5.70
Bo2g130100,Disease resistance protein RPS6 (Resistance to Pseudomonas syringae 6),RPS6 At5g46470 K11I1.6
Bo2g130130,,
Bo2g130250,,
Bo2g130260,Aluminum-activated malate transporter 13 (AtALMT13),ALMT13 At5g46600 F10E10.8
Bo2g130290,Aluminum-activated malate transporter 13 (AtALMT13),ALMT13 At5g46600 F10E10.8
Bo2g131560,,
Bo2g132000,Transcription factor ORG2 (Basic helix-loop-helix protein 38) (AtbHLH38) (bHLH 38) (OBP3-responsive gene 2) (Transcription factor EN 8) (bHLH transcription factor bHLH038),ORG2 BHLH38 EN8 At3g56970 F24I3.50
Bo2g132060,,
Bo2g133870,,
Bo2g133950,,
Bo2g134050,Probable ribose-5-phosphate isomerase 2 (EC 5.3.1.6) (Phosphoriboisomerase 2),RPI2 At2g01290 F10A8.17
Bo2g134090,,
Bo2g134420,Putative clathrin assembly protein At2g01600,At2g01600 F2I9.22 T8O11.1
Bo2g134560,Two-component response regulator ARR14,ARR14 At2g01760 T8O11.7
Bo2g134780,,
Bo2g134800,Putative zinc transporter At3g08650,At3g08650 F17O14.12
Bo2g134920,,
Bo2g136010,,
Bo2g136200,Cinnamoyl-CoA reductase 1 (AtCCR1) (EC 1.2.1.44) (Protein IRREGULAR XYLEM 4),CCR1 IRX4 At1g15950 T24D18.5
Bo2g136220,Auxin-responsive protein SAUR20 (Protein SMALL AUXIN UP RNA 20),SAUR20 At5g18020 MCM23.11
Bo2g136270,Uncharacterized protein At2g34160,At2g34160 T14G11.28
Bo2g136400,,
Bo2g136460,,
Bo2g136470,Transcription factor ICE1 (Basic helix-loop-helix protein 116) (AtbHLH116) (bHLH 116) (Inducer of CBF expression 1) (Transcription factor EN 45) (Transcription factor SCREAM) (bHLH transcription factor bHLH116),SCRM BHLH116 EN45 ICE1 At3g26744 MDJ14.1 MLJ15.14
Bo2g136620,,
Bo2g136670,Expansin-A15 (AtEXPA15) (Alpha-expansin-15) (At-EXP15) (AtEx15) (Ath-ExpAlpha-1.3),EXPA15 EXP15 At2g03090 T17M13.26
Bo2g137030,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),ERLIN2 SPFH2
Bo2g137040,Ureide permease 1 (AtUPS1),UPS1 At2g03590 F19B11.4
Bo2g137130,Cytosolic sulfotransferase 11 (AtSOT11) (EC 2.8.2.-),SOT11 At2g03750 F19B11
Bo2g138430,Protein NSP-INTERACTING KINASE 2 (EC 2.7.11.1) (LRR receptor-like serine/threonine-protein kinase NIK2),NIK2 At3g25560 MWL2.18
Bo2g138520,ABC transporter G family member 21 (ABC transporter ABCG.21) (AtABCG21) (White-brown complex homolog protein 21) (AtWBC21),ABCG21 WBC21 At3g25620 T5M7.6
Bo2g138630,Transcription factor AIG1 (AtAIG1) (Basic helix-loop-helix protein 32) (AtbHLH32) (bHLH 32) (Protein TARGET OF MOOPTEROS 5) (Transcription factor EN 54) (bHLH transcription factor bHLH032),BHLH32 EN54 TMO5 At3g25710 K13N2.1
Bo2g138720,,
Bo2g138730,,
Bo2g138740,14-alpha-glucan-branching enzyme 3 chloroplastic/amyloplastic (AtSBE III) (EC 2.4.1.18) (Branching enzyme 1) (AtBE1) (Protein EMBRYO DEFECTIVE 2729) (Starch-branching enzyme 3),SBE3 BE1 EMB2729 At3g20440 MQC12.20
Bo2g138800,CLAVATA3/ESR (CLE)-related protein 27 [Cleaved into: CLE27p],CLE27 At3g25905 MPE11
Bo2g138980,Cytochrome P450 71B22 (EC 1.14.-.-),CYP71B22 At3g26200 MTC11.11
Bo2g138990,60S ribosomal protein L22-2,RPL22B At3g05560 F18C1.17
Bo2g139210,,
Bo2g139220,,
Bo2g140520,,
Bo2g140540,,
Bo2g140550,14-dihydroxy-2-naphthoyl-CoA thioesterase 1 (AtDHNAT1) (DHNA-CoA thioesterase 1) (EC 3.1.2.-),DHNAT1 At1g48320 F11A17.13
Bo2g142790,,
Bo2g143870,Heavy metal-associated isoprenylated plant protein 36 (AtHIP36),HIPP36 At5g27690 T1G16.20
Bo2g146220,Chalcone synthase 1 (EC 2.3.1.74) (Naringenin-chalcone synthase 1),CHS1
Bo2g146350,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo2g146500,Transcription factor PRE5 (Basic helix-loop-helix protein 164) (AtbHLH164) (bHLH 164) (Protein PACLOBUTRAZOL RESISTANCE 5) (bHLH transcription factor bHLH164),PRE5 BHLH164 At3g28857 MLD15.1
Bo2g146530,Probable E3 ubiquitin-protein ligase XBOS35 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBOS35) (RING-type E3 ubiquitin transferase XBOS35) (XB3 protein homolog 5),XBOS35 Os08g0258200 LOC_Os08g15840 B1015H11.105 OsJ_26639
Bo2g146560,Protein AIG2 B (EC 2.3.2.-) (Avirulence-induced gene 2 protein B) (Putative gamma-glutamylcyclotransferase),AIG2B At3g28940 K5K13.2
Bo2g146600,Protein AIG2 B (EC 2.3.2.-) (Avirulence-induced gene 2 protein B) (Putative gamma-glutamylcyclotransferase),AIG2B At3g28940 K5K13.2
Bo2g147620,Golgin candidate 6 (AtGC6) (Protein MAIGO 4),GC6 MAG4 At3g27530 MMJ24.8 MMJ24_7
Bo2g147800,,
Bo2g149340,BAHD acyltransferase At3g29680 (EC 2.3.1.-) (Probable anthocyanin acyltransferase),At3g29680 MOD1.4
Bo2g149510,Proline dehydrogenase 1 mitochondrial (EC 1.5.5.2) (Osmotic stress-induced proline dehydrogenase) (Proline oxidase) (Protein EARLY RESPONSIVE TO DEHYDRATION 5),POX1 ERD5 PRO1 PRODH1 At3g30775 MIF6.16 MIF6.19
Bo2g149590,,
Bo2g149830,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo2g149970,Uncharacterized protein At5g48480,At5g48480 MJE7.12
Bo2g149990,,
Bo2g150130,Protein SUPPRESSOR OF npr1-1 CONSTITUTIVE 1 (AtSNC1) (Disease resistance RPP5-like protein),SNC1 BAL At4g16890 dl4475c FCAALL.51
Bo2g150200,Cyclin-C1-1 (CycC1;1),CYCC1-1 At5g48640 K15N18.11
Bo2g150230,Protein XRI1 (Protein X-RAY INDUCED 1),XRI1 At5g48720 K24G6.5
Bo2g151610,ATP-citrate synthase beta chain protein 2 (ATP-citrate synthase B-2) (EC 2.3.3.8) (ATP-citrate lyase B-2) (Citrate cleavage enzyme B-2),ACLB-2 At5g49460 K7J8.14
Bo2g151680,,
Bo2g151850,Basic leucine zipper 63 (AtbZIP63) (bZIP protein 63) (Basic leucine zipper OPAQUE 2 homolog 3) (Basic leucine zipper O2 homolog 3),BZIP63 BZO2H3 At5g28770 T32B20.4
Bo2g155110,Sugar transporter ERD6-like 18 (Sugar-porter family protein 2),SFP2 At5g27360 F21A20.70
Bo2g155140,,
Bo2g155220,Sugar transporter ERD6-like 18 (Sugar-porter family protein 2),SFP2 At5g27360 F21A20.70
Bo2g155280,Pentatricopeptide repeat-containing protein At5g27460,At5g27460 F21A20.170
Bo2g155300,Pentatricopeptide repeat-containing protein At5g27460,At5g27460 F21A20.170
Bo2g155430,Replication factor C subunit 3 (AtRFC3) (Activator 1 subunit 3) (Protein EMBRYO DEFECTIVE 161) (Protein EMBRYO DEFECTIVE 251) (Protein EMBRYO DEFECTIVE 2775),RFC3 EMB161 EMB251 EMB2775 RFC5 At5g27740 T1G16
Bo2g155640,ERAD-associated E3 ubiquitin-protein ligase component HRD3A (AtSel1A) (Protein EMS-MUTAGENIZED BRI1 SUPPRESSOR 5),HRD3A EBS5 At1g18260 T10O22.22
Bo2g155670,,
Bo2g155770,Agamous-like MADS-box protein AGL80,AGL80 FEM111 At5g48670 K15N18.16
Bo2g155780,Probable protein phosphatase 2C 8 (AtPP2C08) (EC 3.1.3.16),At1g18030 T10F20.4
Bo2g155810,Myrosinase (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo2g155820,Myrosinase (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo2g155840,Myrosinase (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo2g155870,Myrosinase (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo2g156090,Ferritin-3 chloroplastic (EC 1.16.3.1),FER3 At3g56090 F18O21_50
Bo2g156100,Ubiquitin carboxyl-terminal hydrolase 12 (EC 3.4.19.12) (Deubiquitinating enzyme 12) (AtUBP12) (Ubiquitin thioesterase 12) (Ubiquitin-specific-processing protease 12),UBP12 At5g06600 F15M7.13
Bo2g156140,Rhodanese-like domain-containing protein 14 chloroplastic (Sulfurtransferase 14) (AtStr14),At4g27700 T29A15.190
Bo2g156220,DEAD-box ATP-dependent RNA helicase 3 chloroplastic (EC 3.6.4.13) (Protein EMBRYO DEFECTIVE 1138),RH3 EMB1138 At5g26742 F21E10.1 T7I7.6
Bo2g156230,DEAD-box ATP-dependent RNA helicase 3 chloroplastic (EC 3.6.4.13) (Protein EMBRYO DEFECTIVE 1138),RH3 EMB1138 At5g26742 F21E10.1 T7I7.6
Bo2g156290,Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1),FEN1 At5g26680 F21E10.3
Bo2g158560,BURP domain protein RD22 (Dehydration-responsive protein RD22),RD22 At5g25610 T14C9.150
Bo2g158570,,
Bo2g158640,B3 domain-containing protein At5g25470,At5g25470 T14C9.20
Bo2g159240,O-mycaminosyltylonolide 6-deoxyallosyltransferase (EC 2.4.1.317),tylN
Bo2g159380,General transcription factor 3C polypeptide 5 (TF3C-epsilon) (Transcription factor IIIC 63 kDa subunit) (TFIIIC 63 kDa subunit) (TFIIIC63) (Transcription factor IIIC subunit epsilon),GTF3C5 CDABP0017
Bo2g159550,,
Bo2g160600,Plasmodesmata-located protein 6 (PD-located protein 6) (Cysteine-rich repeat secretory protein 12),PDLP6 CRRSP12 At2g01660 T8O11.17
Bo2g160760,Ferric reduction oxidase 4 (AtFRO4) (EC 1.16.1.7) (Ferric-chelate reductase 4),FRO4 At5g23980 MZF18.140
Bo2g160860,Calcium-dependent protein kinase 12 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK9) (AtCDPK9),CPK12 CDPK9 At5g23580 MQM1.15
Bo2g160870,Calcium-dependent protein kinase 12 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK9) (AtCDPK9),CPK12 CDPK9 At5g23580 MQM1.15
Bo2g160880,Calcium-dependent protein kinase 12 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK9) (AtCDPK9),CPK12 CDPK9 At5g23580 MQM1.15
Bo2g160920,High mobility group B protein 7 (Nucleosome/chromatin assembly factor group D 07) (Nucleosome/chromatin assembly factor group D 7) (Protein NUCLEAR FUSION DEFECTIVE 7),HMGB7 HMGB6 NFD7 At5g23420 K19M13.4
Bo2g161060,UDP-glucuronic acid decarboxylase 4 (EC 4.1.1.35) (UDP-XYL synthase 4) (UDP-glucuronate decarboxylase 4) (UGD) (UXS-4),UXS4 At2g47650 T30B22.31
Bo2g161160,,
Bo2g161360,40S ribosomal protein S19-3,RPS19C At5g61170 MAF19.17
Bo2g161750,,
Bo2g161810,Auxin response factor 2 (ARF1-binding protein) (ARF1-BP) (Protein MEGAINTEGUMENTA),ARF2 MNT At5g62000 MTG10.3
Bo2g163940,Probable carboxylesterase 120 (AtCXE20) (EC 3.1.1.1),CXE20 At5g62180 MMI9.26
Bo2g164120,Non-functional NADPH-dependent codeinone reductase 2 (EC 1.1.1.-),COR2
Bo2g164170,50S ribosomal protein L22,rplV R01361 SMc01304
Bo2g164220,Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1 mitochondrial (AtP5CDH) (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 12 member A1) (L-glutamate gamma-semialdehyde dehydrogenase),ALDH12A1 P5CDH At5g62530 K19B1.14
Bo2g165510,,
Bo2g165560,Heat stress transcription factor A-4a (AtHsfA4a) (AtHsf-15) (Heat shock factor protein 21) (HSF 21) (Heat shock transcription factor 21) (HSTF 21),HSFA4A HSF15 HSF21 At4g18880 F13C5.50
Bo2g165620,,
Bo2g165650,L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3),AAO
Bo2g165760,,
Bo2g165770,Flavonol synthase 3 (EC 1.14.20.6),FLS3 At5g63590 MBK5.5
